Time	Prevalence	Type
76.10016519	0.1	0
75.84637099	0.1	0
76.72215387	0.1	0
74.65804555	0.1	0
80.25577541	0.1	0
75.42431726	0.1	0
75.66207994	0.1	0
78.91489802	0.1	0
99.50943149	0.1	0
70.2484488	0.1	0
78.00702144	0.1	0
73.7863875	0.1	0
68.89515733	0.1	0
75.19805859	0.1	0
80.37137046	0.1	0
75.99634277	0.1	0
67.94034484	0.1	0
74.58186688	0.1	0
85.34023921	0.1	0
78.24508235	0.1	0
60.68706615	0.1	0
63.38618839	0.1	0
68.53450791	0.1	0
58.34829988	0.1	0
70.44419797	0.1	0
63.6861226	0.1	0
79.72688679	0.1	0
69.52559111	0.1	0
65.10295443	0.1	0
86.16456387	0.1	0
71.67008568	0.1	0
68.77443767	0.1	0
78.71839662	0.1	0
77.35924104	0.1	0
83.30630782	0.1	0
62.7636418	0.1	0
54.59773597	0.1	0
75.71278828	0.1	0
68.48767664	0.1	0
63.58833383	0.1	0
65.05046163	0.1	0
81.32986062	0.1	0
55.81808659	0.1	0
82.36405706	0.1	0
68.95532014	0.1	0
72.58943895	0.1	0
64.10004576	0.1	0
68.54058216	0.1	0
77.47154747	0.1	0
68.57591372	0.1	0
56.72711188	0.1	0
75.17291316	0.1	0
78.40217453	0.1	0
81.59273838	0.1	0
84.16697274	0.1	0
76.18127951	0.1	0
59.54902023	0.1	0
52.84684481	0.1	0
85.93602244	0.1	0
79.04974122	0.1	0
52.6276276	0.1	0
60.10132534	0.1	0
56.92911758	0.1	0
85.75262739	0.1	0
64.22498499	0.1	0
88.79853516	0.1	0
77.35852056	0.1	0
75.12316115	0.1	0
58.85571756	0.1	0
67.06565515	0.1	0
73.70929836	0.1	0
83.14039627	0.1	0
45.2641547	0.2	0
50.57947245	0.2	0
50.69499137	0.2	0
67.10780389	0.2	0
54.63602958	0.2	0
52.94565281	0.2	0
41.41828761	0.2	0
51.78386906	0.2	0
60.72738921	0.2	0
57.79207595	0.2	0
45.8989746	0.2	0
41.5547789	0.2	0
50.35591037	0.2	0
50.79209324	0.2	0
44.54740834	0.2	0
46.96789976	0.2	0
57.96056245	0.2	0
30.03032126	0.2	0
75.81447993	0.2	0
74.01519295	0.2	0
43.24006601	0.2	0
43.96758485	0.2	0
72.85939958	0.2	0
47.41032899	0.2	0
41.95986026	0.2	0
78.18019634	0.2	0
41.61149712	0.2	0
45.48567788	0.2	0
52.40460215	0.2	0
55.75758645	0.2	0
47.28289148	0.2	0
68.24648455	0.2	0
36.75639133	0.2	0
45.16246939	0.2	0
62.43558728	0.2	0
54.96406315	0.2	0
44.85944142	0.2	0
48.10506869	0.2	0
52.84122138	0.2	0
62.21452894	0.2	0
51.14619619	0.2	0
49.32614518	0.2	0
64.32935078	0.2	0
53.04344151	0.2	0
56.05113792	0.2	0
44.42687373	0.2	0
50.34939391	0.2	0
57.71013411	0.2	0
56.52290509	0.2	0
40.262416	0.2	0
63.23585697	0.2	0
68.99104118	0.2	0
61.46131758	0.2	0
45.106842	0.2	0
43.78906855	0.2	0
51.65528426	0.2	0
41.47828316	0.2	0
61.84279895	0.2	0
49.42407101	0.2	0
56.45948245	0.2	0
40.6489371	0.2	0
61.37557806	0.2	0
75.01395637	0.2	0
57.9025998	0.2	0
59.13412171	0.2	0
47.95016922	0.2	0
57.82784951	0.2	0
75.82743873	0.2	0
51.16045354	0.2	0
60.76851121	0.2	0
55.74704779	0.2	0
41.01335516	0.2	0
51.49861451	0.2	0
63.03554952	0.2	0
77.91823994	0.2	0
49.47157276	0.2	0
59.44175177	0.2	0
38.7049392	0.2	0
57.59453334	0.2	0
65.85460839	0.2	0
47.52431432	0.2	0
61.0319883	0.2	0
54.63677356	0.2	0
65.85410641	0.2	0
54.69480098	0.2	0
63.1027358	0.2	0
71.0080344	0.2	0
67.08000354	0.2	0
85.06714281	0.2	0
37.19236719	0.2	0
51.87861812	0.2	0
52.33597597	0.2	0
54.7410094	0.2	0
58.9183985	0.2	0
49.96118214	0.2	0
55.45834962	0.2	0
46.7100908	0.2	0
39.92637514	0.2	0
45.14522601	0.2	0
48.34227775	0.2	0
31.44459117	0.5	0
36.32068713	0.5	0
32.32111769	0.5	0
22.76356889	0.5	0
20.21594545	0.5	0
12.50162122	0.5	0
22.9911257	0.5	0
26.82825665	0.5	0
17.79220279	0.5	0
16.3302494	0.5	0
24.44965233	0.5	0
22.25308245	0.5	0
17.08556385	0.5	0
25.55084163	0.5	0
10.4611568	0.5	0
15.92563476	0.5	0
24.80343651	0.5	0
14.99461237	0.5	0
21.53902235	0.5	0
32.35128954	0.5	0
25.31369463	0.5	0
9.669809725	0.5	0
16.42887244	0.5	0
15.94885534	0.5	0
5.098106912	0.5	0
6.221397798	0.5	0
16.42595818	0.5	0
39.07377613	0.5	0
26.09663063	0.5	0
27.02605149	0.5	0
27.14445396	0.5	0
17.5735541	0.5	0
14.51054733	0.5	0
26.76186281	0.5	0
17.80690076	0.5	0
34.05990442	0.5	0
23.26226608	0.5	0
36.98698793	0.5	0
41.31711117	0.5	0
20.51133671	0.5	0
0.359623506	0.5	0
13.56601249	0.5	0
7.506844817	0.5	0
17.1757562	0.5	0
24.92838792	0.5	0
19.45933967	0.5	0
5.27058723	0.5	0
9.00350661	0.5	0
31.7455239	0.5	0
16.09295382	0.5	0
36.71195106	0.5	0
34.43292142	0.5	0
16.46036452	0.5	0
24.42015542	0.5	0
23.87450364	0.5	0
15.40580004	0.5	0
12.26349197	0.5	0
22.23131388	0.5	0
8.761889801	0.5	0
17.22968051	0.5	0
7.962690222	0.5	0
20.14370508	0.5	0
33.53221064	0.5	0
19.00480373	0.5	0
28.93838623	0.5	0
22.68689211	0.5	0
22.64590006	0.5	0
30.22961463	0.5	0
11.92297487	0.5	0
28.89846043	0.5	0
23.13260211	0.5	0
15.17993972	0.5	0
36.82381134	0.5	0
19.64295275	0.5	0
9.02596653	0.5	0
22.81722749	0.5	0
20.64996227	0.5	0
2.507400027	0.5	0
19.34057765	0.5	0
10.59331803	0.5	0
15.3377439	0.5	0
24.01150451	0.5	0
21.56353377	0.5	0
14.11286982	0.5	0
18.20448757	0.5	0
20.06053044	0.5	0
12.84423231	0.5	0
19.64347214	0.5	0
11.3316306	0.5	0
29.95584838	0.5	0
6.033593609	0.5	0
11.60906478	0.5	0
24.80555501	0.5	0
15.01616957	0.5	0
18.44794338	0.5	0
14.59601006	0.5	0
33.99642443	0.5	0
26.15503384	0.5	0
16.8024542	0.5	0
35.03391541	0.5	0
87.58737653	0	1
72.17891441	0	1
92.41733765	0	1
111.384759	0	1
122.4880788	0	1
75.43901488	0	1
92.83508238	0	1
92.05018445	0	1
103.714403	0	1
89.00647682	0	1
98.53515012	0	1
93.64472162	0	1
91.77272781	0	1
108.8729148	0	1
86.26814579	0	1
94.20686959	0	1
101.0669289	0	1
90.19937017	0	1
80.82363772	0	1
118.4516373	0	1
102.9904898	0	1
112.6969138	0	1
88.05122522	0	1
101.0294402	0	1
97.80530779	0	1
80.80983817	0	1
93.93671228	0	1
92.99462223	0	1
108.9651683	0	1
94.53127448	0	1
104.6673142	0	1
99.67414981	0	1
87.98614445	0	1
103.8669658	0	1
106.8490968	0	1
109.9657749	0	1
91.40109961	0	1
91.20256364	0	1
84.78598767	0	1
97.17771398	0	1
86.53545302	0	1
87.85822977	0	1
101.2996705	0	1
101.0824089	0	1
89.77561659	0	1
101.5229506	0	1
88.60321894	0	1
85.88347081	0	1
103.4962796	0	1
91.45202897	0	1
76.17236086	0	1
107.3268561	0	1
101.9647523	0	1
108.6635131	0	1
80.3344002	0	1
104.9290176	0	1
117.8936218	0	1
83.62167339	0	1
91.04363519	0	1
105.9340179	0	1
98.18242439	0	1
87.46310653	0	1
107.8687033	0	1
91.55829978	0	1
96.24978164	0	1
100.2032791	0	1
111.1294677	0	1
92.63564418	0	1
91.480349	0	1
117.9731775	0	1
118.4667665	0	1
80.58074952	0	1
102.8102987	0	1
100.0608792	0	1
96.07512521	0	1
89.69781794	0	1
97.39513574	0	1
92.33263207	0	1
89.54440734	0	1
84.59785078	0	1
89.91951643	0	1
90.06716253	0	1
87.69171586	0	1
89.67406777	0	1
96.49030805	0	1
115.762393	0	1
79.55455289	0	1
102.7476331	0	1
110.2530885	0	1
87.22927543	0	1
104.91847	0	1
96.80199188	0	1
73.99494735	0	1
98.79308494	0	1
100.2118219	0	1
90.1337386	0	1
94.48964578	0	1
91.81799076	0	1
106.9025062	0	1
75.4896444	0	1
89.66512706	0.1	1
71.61974423	0.1	1
74.05452049	0.1	1
73.42995269	0.1	1
75.7436532	0.1	1
80.0437201	0.1	1
89.07406542	0.1	1
75.11716307	0.1	1
82.43315918	0.1	1
63.41867453	0.1	1
67.91932196	0.1	1
71.42199652	0.1	1
87.35058521	0.1	1
81.47582172	0.1	1
83.52924816	0.1	1
75.47420733	0.1	1
69.12923515	0.1	1
84.68018698	0.1	1
68.95297312	0.1	1
78.2193461	0.1	1
73.82745902	0.1	1
57.23250312	0.1	1
64.04567378	0.1	1
76.87532414	0.1	1
64.40286559	0.1	1
87.68583681	0.1	1
76.83732459	0.1	1
73.44668782	0.1	1
75.06702184	0.1	1
76.88026668	0.1	1
84.52303192	0.1	1
78.15265719	0.1	1
74.36130258	0.1	1
49.42425135	0.1	1
82.16236005	0.1	1
71.95850902	0.1	1
68.25163726	0.1	1
96.16088284	0.1	1
90.66750846	0.1	1
85.06040907	0.1	1
63.77124508	0.1	1
95.92979431	0.1	1
65.48218329	0.1	1
77.66589086	0.1	1
79.45563236	0.1	1
78.09381133	0.1	1
83.36444859	0.1	1
90.65644883	0.1	1
66.8044957	0.1	1
76.70398616	0.1	1
69.30672861	0.1	1
74.46746173	0.1	1
67.65270337	0.1	1
76.01691638	0.1	1
80.86170791	0.1	1
74.48198782	0.1	1
72.55836428	0.1	1
83.10246271	0.1	1
57.86373804	0.1	1
69.78525111	0.1	1
82.31741376	0.1	1
77.17689879	0.1	1
85.26797365	0.1	1
93.14877015	0.1	1
66.21090882	0.1	1
68.62986317	0.1	1
74.70974916	0.1	1
75.19590847	0.1	1
61.75934767	0.1	1
72.48368247	0.1	1
80.25686753	0.1	1
92.80782626	0.1	1
86.95089329	0.1	1
79.83786237	0.1	1
60.41064806	0.1	1
72.44812496	0.1	1
85.29239549	0.1	1
84.44004203	0.1	1
67.41422987	0.1	1
76.27060854	0.1	1
72.3107985	0.1	1
75.67276688	0.1	1
78.57498229	0.1	1
81.60406481	0.1	1
100.7608949	0.1	1
92.35552996	0.1	1
79.29310721	0.1	1
78.09524312	0.1	1
76.99040791	0.1	1
62.7767765	0.1	1
84.23862263	0.1	1
83.80205421	0.1	1
70.9797556	0.1	1
88.92332848	0.1	1
75.35680323	0.1	1
92.59877393	0.1	1
81.09041621	0.1	1
80.1357683	0.1	1
85.76951881	0.1	1
79.69592939	0.1	1
67.70802284	0.2	1
59.25496567	0.2	1
69.38738726	0.2	1
70.78885794	0.2	1
71.38955376	0.2	1
32.86877952	0.2	1
45.67436134	0.2	1
67.56411679	0.2	1
64.07325922	0.2	1
79.81393973	0.2	1
58.24689682	0.2	1
60.24797472	0.2	1
63.15169859	0.2	1
64.79513972	0.2	1
73.35627922	0.2	1
58.22457718	0.2	1
44.20861285	0.2	1
63.77888245	0.2	1
65.22873628	0.2	1
63.91481347	0.2	1
71.59760177	0.2	1
88.43042323	0.2	1
54.34190833	0.2	1
59.14379353	0.2	1
58.67782135	0.2	1
73.42477572	0.2	1
54.39862582	0.2	1
67.00684368	0.2	1
67.15636959	0.2	1
58.87916043	0.2	1
84.18745085	0.2	1
60.97756552	0.2	1
57.17736187	0.2	1
40.19737054	0.2	1
52.65759316	0.2	1
68.67173151	0.2	1
51.1370674	0.2	1
44.22193301	0.2	1
53.8718571	0.2	1
78.92763897	0.2	1
68.97865163	0.2	1
69.29152514	0.2	1
53.44452246	0.2	1
63.82847884	0.2	1
50.81261398	0.2	1
76.51863625	0.2	1
65.38693314	0.2	1
65.47823784	0.2	1
56.13223533	0.2	1
65.23276591	0.2	1
66.56226524	0.2	1
44.20075863	0.2	1
61.34464765	0.2	1
54.77861019	0.2	1
55.0708948	0.2	1
74.04941989	0.2	1
52.06638082	0.2	1
45.4053175	0.2	1
60.2840006	0.2	1
74.69916679	0.2	1
61.15682493	0.2	1
60.98485137	0.2	1
64.54972074	0.2	1
45.62962171	0.2	1
64.2535428	0.2	1
64.16914584	0.2	1
76.8701893	0.2	1
63.27133187	0.2	1
75.73385276	0.2	1
62.49764346	0.2	1
75.70206068	0.2	1
46.18266491	0.2	1
56.68436587	0.2	1
83.97041914	0.2	1
45.6600706	0.2	1
67.59059191	0.2	1
42.12900008	0.2	1
60.58862229	0.2	1
64.83465207	0.2	1
72.88861427	0.2	1
49.35781187	0.2	1
75.41479369	0.2	1
56.10915714	0.2	1
58.08726691	0.2	1
74.31230317	0.2	1
65.43091397	0.2	1
65.44697231	0.2	1
87.25396646	0.2	1
67.95601546	0.2	1
82.59935488	0.2	1
60.16939431	0.2	1
57.84530834	0.2	1
70.16348907	0.2	1
47.21535048	0.2	1
64.3532398	0.2	1
45.20595923	0.2	1
58.37148108	0.2	1
64.83668223	0.2	1
62.78399664	0.2	1
72.0113285	0.2	1
25.1607599	0.5	1
25.36160189	0.5	1
26.90283751	0.5	1
20.50754955	0.5	1
26.60067602	0.5	1
14.9023276	0.5	1
24.80627759	0.5	1
23.52705006	0.5	1
31.30324461	0.5	1
25.17787044	0.5	1
23.74762859	0.5	1
13.45722407	0.5	1
35.71946222	0.5	1
16.23827414	0.5	1
29.74568397	0.5	1
39.55964841	0.5	1
31.61353836	0.5	1
14.81098743	0.5	1
20.1413834	0.5	1
20.28333108	0.5	1
17.88356446	0.5	1
16.8992132	0.5	1
21.46038709	0.5	1
28.13359259	0.5	1
28.81813477	0.5	1
36.85096287	0.5	1
38.57673968	0.5	1
26.39224845	0.5	1
42.1584383	0.5	1
27.05415693	0.5	1
16.33604148	0.5	1
24.7740401	0.5	1
20.87728442	0.5	1
27.57190926	0.5	1
25.14786258	0.5	1
18.52769291	0.5	1
28.55945194	0.5	1
27.16006719	0.5	1
35.06582628	0.5	1
27.03986113	0.5	1
29.61613262	0.5	1
22.04239155	0.5	1
7.691251703	0.5	1
24.07049393	0.5	1
24.1994732	0.5	1
6.288503251	0.5	1
33.08505131	0.5	1
31.18208398	0.5	1
9.032104443	0.5	1
28.14710825	0.5	1
36.95930607	0.5	1
6.04093765	0.5	1
29.6593864	0.5	1
18.33364374	0.5	1
18.2712605	0.5	1
37.31997157	0.5	1
26.74337158	0.5	1
17.76921373	0.5	1
43.71405825	0.5	1
36.23537021	0.5	1
7.048557592	0.5	1
31.26457064	0.5	1
34.51209505	0.5	1
39.07477587	0.5	1
29.31634434	0.5	1
21.90328265	0.5	1
12.04986679	0.5	1
34.52385325	0.5	1
34.22716245	0.5	1
25.25670705	0.5	1
29.41015883	0.5	1
41.34990957	0.5	1
34.41945953	0.5	1
41.59921346	0.5	1
22.26694196	0.5	1
41.14418142	0.5	1
39.23047629	0.5	1
11.19133333	0.5	1
27.93404483	0.5	1
4.169127452	0.5	1
19.8685479	0.5	1
36.77555845	0.5	1
21.33588062	0.5	1
6.752462784	0.5	1
27.85883453	0.5	1
41.21260443	0.5	1
26.82911052	0.5	1
40.22591197	0.5	1
14.7671704	0.5	1
30.57137855	0.5	1
24.71923798	0.5	1
31.61096963	0.5	1
30.43863046	0.5	1
27.88653606	0.5	1
23.19519063	0.5	1
19.15818018	0.5	1
18.02931292	0.5	1
39.53315411	0.5	1
35.9038959	0.5	1
35.46015639	0.5	1
